POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,SRL,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Haxorus,612,Dragon,,UU,RARE,13,,Lum Berry,Mold Breaker,252 Atk / 4 Def / 252 Spe,Jolly,,Dragon Claw,Earthquake,Swords Dance,Dragon Dance,0,0,0,0,0,0
Haxorus,612,Dragon,,UU,RARE,13,,Choice Scarf,Mold Breaker,252 Atk / 4 SpD / 252 Spe,Jolly,,Poison Jab,Superpower,Earthquake,Outrage,0,0,0,0,0,0
Haxorus,612,Dragon,,UU,RARE,13,,Leftovers,Mold Breaker,252 Atk / 4 Def / 252 Spe,Adamant,,Taunt,Dragon Dance,Earthquake,Dragon Claw,0,0,0,0,0,0
Cubchoo,613,Ice,,LC,NONE,-1,HAIL,Eviolite,Slush Rush,76 HP / 196 Atk / 36 SpA / 196 Spe,Naive,,Ice Punch,Play Rough,Surf,Superpower,0,0,0,0,0,0
Beartic,614,Ice,,Untiered,COMMON,6,,Life Orb,Swift Swim,252 Atk / 4 SpD / 252 Spe,Adamant,,Icicle Crash,Superpower,Stone Edge,Taunt,0,0,0,0,0,0
Beartic,614,Ice,,Untiered,COMMON,6,,Leftovers,Slush Rush,168 HP / 172 Atk / 168 Spe,Adamant,,Bulk Up,Substitute,Low Kick,Icicle Crash,0,0,0,0,0,0
Beartic,614,Ice,,Untiered,COMMON,6,RAIN,Life Orb,Swift Swim,252 Atk / 4 Def / 252 Spe,Jolly,,Superpower,Swords Dance,Icicle Crash,Aqua Jet,0,0,0,0,0,0
Beartic,614,Ice,,Untiered,COMMON,6,HAIL,Icium Z,Slush Rush,252 Atk / 4 SpD / 252 Spe,Jolly,,Superpower,Icicle Crash,Swords Dance,Throat Chop,0,0,0,0,0,0
Beartic,614,Ice,,Untiered,COMMON,6,RAIN,Choice Band,Swift Swim,252 Atk / 4 Def / 252 Spe,Jolly,,Aqua Jet,Stone Edge,Superpower,Icicle Crash,0,0,0,0,0,0
Beartic,614,Ice,,Untiered,COMMON,6,HAIL,Life Orb,Slush Rush,252 Atk / 4 SpD / 252 Spe,Adamant,,Icicle Crash,Superpower,Stone Edge,Swords Dance,0,0,0,0,0,0
Cryogonal,615,Ice,,NU,COMMON,6,,Never-Melt Ice,Levitate,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Frost Breath,Rapid Spin,Freeze-Dry,Recover,0,0,0,0,0,0
Cryogonal,615,Ice,,NU,COMMON,6,,Leftovers,Levitate,168 HP / 172 SpD / 168 Spe,Calm,0 Atk,Rapid Spin,Freeze-Dry,Toxic,Recover,0,0,0,0,0,0
Cryogonal,615,Ice,,NU,COMMON,6,HAIL,Light Clay,Levitate,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Hail,Aurora Veil,Blizzard,Rapid Spin,0,0,0,0,0,0
Cryogonal,615,Ice,,NU,COMMON,6,SUN,Life Orb,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Freeze-Dry,Flash Cannon,Solar Beam,Ice Beam,0,0,0,0,0,0
Cryogonal,615,Ice,,NU,COMMON,6,,Choice Scarf,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Freeze-Dry,Rapid Spin,Flash Cannon,Ice Beam,0,0,0,0,0,0
Cryogonal,615,Ice,,NU,COMMON,6,,Light Clay,Levitate,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Light Screen,Reflect,Recover,Freeze-Dry,0,0,0,0,0,0
Shelmet,616,Bug,,LC,NONE,-1,,Eviolite,Overcoat,116 HP / 156 Def / 236 SpD,Impish,,Spikes,Recover,Baton Pass,Leech Life,0,0,0,0,0,0
Accelgor,617,Bug,,NU,COMMON,3,,Focus Sash,Hydration,252 HP / 4 SpD / 252 Spe,Timid,0 Atk,Spikes,Final Gambit,Encore,Toxic Spikes,0,0,0,0,0,0
Accelgor,617,Bug,,NU,COMMON,3,BATON,Focus Sash,Hydration,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Encore,Agility,Baton Pass,Bug Buzz,0,0,0,0,0,0
Accelgor,617,Bug,,NU,COMMON,3,,Leftovers,Sticky Hold,252 HP / 4 Atk / 252 Spe,Jolly,,Infestation,Toxic,U-turn,Substitute,0,0,0,0,0,0
Accelgor,617,Bug,,NU,COMMON,3,RAIN,Damp Rock,Hydration,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Rain Dance,Bug Buzz,Spikes,Focus Blast,0,0,0,0,0,0
Accelgor,617,Bug,,NU,COMMON,3,,Life Orb,Sticky Hold,4 Def / 252 SpA / 252 Spe,Modest,0 Atk,Hidden Power [Ground],Giga Drain,Focus Blast,Bug Buzz,0,0,0,0,0,0
Accelgor,617,Bug,,NU,COMMON,3,,Choice Specs,Sticky Hold,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Bug Buzz,Focus Blast,Energy Ball,Spikes,0,0,0,0,0,0
Stunfisk,618,Electric,Ground,PU,COMMON,5,,Passho Berry,Static,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Stealth Rock,Discharge,Earth Power,Toxic,0,0,0,0,0,0
Stunfisk,618,Electric,Ground,PU,COMMON,5,,Choice Specs,Static,252 HP / 4 Def / 252 SpA,Modest,0 Atk,Sludge Wave,Scald,Thunderbolt,Earth Power,0,0,0,0,0,0
Stunfisk,618,Electric,Ground,PU,COMMON,5,,Leftovers,Static,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Stealth Rock,Discharge,Earth Power,Yawn,0,0,0,0,0,0
Stunfisk,618,Electric,Ground,PU,COMMON,5,,Chesto Berry,Static,252 HP / 4 Def / 252 SpD,Careful,,Curse,Earthquake,Rest,Aqua Tail,0,0,0,0,0,0
Stunfisk,618,Electric,Ground,PU,COMMON,5,TRICK,Groundium Z,Static,252 HP / 252 SpA / 4 SpD,Quiet,0 Atk / 0 Spe,Earth Power,Thunderbolt,Stealth Rock,Sludge Wave,0,0,0,0,0,0
Stunfisk,618,Electric,Ground,PU,COMMON,5,,Leftovers,Static,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Earth Power,Infestation,Toxic,Protect,0,0,0,0,0,0
Mienfoo,619,Fighting,,LC,NONE,-1,,Eviolite,Regenerator,196 Def / 36 SpD / 236 Spe,Jolly,,High Jump Kick,U-turn,Knock Off,Fake Out,0,0,0,0,0,0
Mienfoo,619,Fighting,,LC,NONE,-1,,Choice Scarf,Reckless,236 Atk / 36 Def / 236 Spe,Jolly,,Drain Punch,High Jump Kick,U-turn,Knock Off,0,0,0,0,0,0
Mienfoo,619,Fighting,,LC,NONE,-1,,Flyinium Z,Regenerator,156 Atk / 116 Def / 236 Spe,Jolly,,Bounce,Fake Out,High Jump Kick,Knock Off,0,0,0,0,0,0
Mienfoo,619,Fighting,,LC,NONE,-1,BATON,Eviolite,Regenerator,156 HP / 196 Def / 116 SpD,Careful,,Swords Dance,Baton Pass,Knock Off,Drain Punch,0,0,0,0,0,0
Mienfoo,619,Fighting,,LC,NONE,-1,,Eviolite,Regenerator,196 Def / 36 SpD / 236 Spe,Jolly,,Acrobatics,High Jump Kick,U-turn,Knock Off,0,0,0,0,0,0
Mienshao,620,Fighting,,UU,RARE,8,,Assault Vest,Regenerator,252 HP / 4 SpD / 252 Spe,Jolly,,High Jump Kick,Knock Off,U-turn,Fake Out,0,0,0,0,0,0
Mienshao,620,Fighting,,UU,RARE,8,,Choice Band,Reckless,252 Atk / 4 Def / 252 Spe,Jolly,,Knock Off,U-turn,Poison Jab,High Jump Kick,0,0,0,0,0,0
Mienshao,620,Fighting,,UU,RARE,8,,Choice Scarf,Reckless,252 Atk / 4 SpD / 252 Spe,Jolly,,High Jump Kick,U-turn,Knock Off,Stone Edge,0,0,0,0,0,0
Mienshao,620,Fighting,,UU,RARE,8,,Life Orb,Regenerator,252 Atk / 4 SpD / 252 Spe,Jolly,,High Jump Kick,Knock Off,U-turn,Poison Jab,0,0,0,0,0,0
Mienshao,620,Fighting,,UU,RARE,8,,Leftovers,Regenerator,252 HP / 4 Atk / 252 Spe,Jolly,,Bulk Up,Drain Punch,Substitute,Knock Off,0,0,0,0,0,0
Druddigon,621,Dragon,,NU,COMMON,13,,Leftovers,Mold Breaker,252 HP / 252 Def / 4 SpD,Impish,,Stealth Rock,Toxic,Earthquake,Dragon Tail,0,0,0,0,0,0
Druddigon,621,Dragon,,NU,COMMON,13,,Assault Vest,Mold Breaker,252 HP / 252 Atk / 4 SpD,Adamant,,Outrage,Earthquake,Sucker Punch,Gunk Shot,0,0,0,0,0,0
Druddigon,621,Dragon,,NU,COMMON,13,,Choice Band,Mold Breaker,168 HP / 172 Atk / 168 Spe,Adamant,,Earthquake,Sucker Punch,Outrage,Gunk Shot,0,0,0,0,0,0
Druddigon,621,Dragon,,NU,COMMON,13,,Life Orb,Sheer Force,252 HP / 252 Atk / 4 Spe,Adamant,,Gunk Shot,Outrage,Fire Punch,Sucker Punch,0,0,0,0,0,0
Druddigon,621,Dragon,,NU,COMMON,13,,Life Orb,Sheer Force,252 Atk / 4 SpD / 252 Spe,Adamant,,Stealth Rock,Iron Head,Outrage,Thunder Punch,0,0,0,0,0,0
Druddigon,621,Dragon,,NU,COMMON,13,,Rocky Helmet,Rough Skin,252 HP / 252 Def / 4 SpD,Impish,,Glare,Stealth Rock,Dragon Claw,Fire Punch,0,0,0,0,0,0
Golett,622,Ground,Ghost,LC,NONE,-1,,Eviolite,Iron Fist,44 HP / 164 Atk / 196 Def / 76 Spe,Adamant,,Drain Punch,Earthquake,Stealth Rock,Ice Punch,0,0,0,0,0,0
Golurk,623,Ghost,Ground,PU,COMMON,3,,Leftovers,Iron Fist,252 HP / 4 Atk / 252 Def,Impish,,Toxic,Phantom Force,Earthquake,Drain Punch,0,0,0,0,0,0
Golurk,623,Ghost,Ground,PU,COMMON,3,,Rocky Helmet,Iron Fist,252 HP / 4 Atk / 252 Def,Impish,,Drain Punch,Shadow Punch,Stealth Rock,Earthquake,0,0,0,0,0,0
Golurk,623,Ghost,Ground,PU,COMMON,3,,Assault Vest,Iron Fist,252 HP / 4 Atk / 252 SpD,Careful,,Drain Punch,Stone Edge,Earthquake,Ice Punch,0,0,0,0,0,0
Golurk,623,Ghost,Ground,PU,COMMON,3,,Groundium Z,Iron Fist,252 Atk / 4 Def / 252 Spe,Jolly,,Rock Polish,Ice Punch,Drain Punch,Earthquake,0,0,0,0,0,0
Golurk,623,Ghost,Ground,PU,COMMON,3,,Colbur Berry,Iron Fist,252 Atk / 4 Def / 252 Spe,Adamant,,Earthquake,Stealth Rock,Drain Punch,Ice Punch,0,0,0,0,0,0
Golurk,623,Ghost,Ground,PU,COMMON,3,,Choice Band,Iron Fist,252 Atk / 4 SpD / 252 Spe,Jolly,,Shadow Punch,Earthquake,Ice Punch,Thunder Punch,0,0,0,0,0,0
Pawniard,624,Steel,Dark,LC,NONE,-1,,Eviolite,Defiant,156 Atk / 36 Def / 116 SpD / 196 Spe,Jolly,,Knock Off,Sucker Punch,Iron Head,Stealth Rock,0,0,0,0,0,0
Pawniard,624,Steel,Dark,LC,NONE,-1,,Choice Scarf,Defiant,236 Atk / 36 Def / 36 SpD / 196 Spe,Jolly,,Pursuit,Knock Off,Brick Break,Iron Head,0,0,0,0,0,0
Pawniard,624,Steel,Dark,LC,NONE,-1,,Life Orb,Defiant,236 Atk / 36 Def / 36 SpD / 196 Spe,Jolly,0 HP,Swords Dance,Iron Head,Knock Off,Sucker Punch,0,0,0,0,0,0
Bisharp,625,Steel,Dark,UU,RARE,3,,Steelium Z,Defiant,252 Atk / 4 Def / 252 Spe,Adamant,,Sucker Punch,Swords Dance,Knock Off,Iron Head,0,0,0,0,0,0
Bisharp,625,Steel,Dark,UU,RARE,3,,Darkinium Z,Defiant,252 Atk / 4 SpD / 252 Spe,Adamant,,Swords Dance,Knock Off,Iron Head,Sucker Punch,0,0,0,0,0,0
Bisharp,625,Steel,Dark,UU,RARE,3,,Leftovers,Defiant,252 Atk / 4 Def / 252 Spe,Jolly,,Iron Head,Knock Off,Stealth Rock,Thunder Wave,0,0,0,0,0,0
Bisharp,625,Steel,Dark,UU,RARE,3,,Life Orb,Defiant,252 Atk / 4 Def / 252 Spe,Adamant,,Swords Dance,Low Kick,Knock Off,Iron Head,0,0,0,0,0,0
Bisharp,625,Steel,Dark,UU,RARE,3,,Assault Vest,Defiant,168 HP / 172 Atk / 168 Spe,Adamant,,Pursuit,Knock Off,Iron Head,Sucker Punch,0,0,0,0,0,0
Bisharp,625,Steel,Dark,UU,RARE,3,,Dread Plate,Defiant,252 Atk / 4 SpD / 252 Spe,Adamant,,Knock Off,Iron Head,Sucker Punch,Swords Dance,0,0,0,0,0,0
Bouffalant,626,Normal,,Untiered,COMMON,11,,Leftovers,Sap Sipper,168 HP / 172 Atk / 168 Spe,Adamant,,Swords Dance,Earthquake,Return,Substitute,0,0,0,0,0,0
Bouffalant,626,Normal,,Untiered,COMMON,11,,Normalium Z,Sap Sipper,252 Atk / 4 SpD / 252 Spe,Jolly,,Taunt,Toxic,Return,Earthquake,0,0,0,0,0,0
Bouffalant,626,Normal,,Untiered,COMMON,11,,Leftovers,Sap Sipper,252 HP / 252 Atk / 4 Def,Adamant,,Rest,Sleep Talk,Earthquake,Return,0,0,0,0,0,0
Bouffalant,626,Normal,,Untiered,COMMON,11,,Choice Band,Reckless,252 Atk / 4 SpD / 252 Spe,Jolly,,Head Charge,Earthquake,Megahorn,Pursuit,0,0,0,0,0,0
Bouffalant,626,Normal,,Untiered,COMMON,11,,Assault Vest,Sap Sipper,252 HP / 252 Atk / 4 SpD,Adamant,,Earthquake,Return,Stone Edge,Megahorn,0,0,0,0,0,0
Bouffalant,626,Normal,,Untiered,COMMON,11,TRICK,Assault Vest,Sap Sipper,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Stone Edge,Earthquake,Return,Pursuit,0,0,0,0,0,0
Rufflet,627,Normal,Flying,LC,NONE,-1,,Choice Scarf,Hustle,252 Atk / 36 Def / 196 Spe,Jolly,,U-turn,Brave Bird,Return,Superpower,0,0,0,0,0,0
Rufflet,627,Normal,Flying,LC,NONE,-1,,Eviolite,Hustle,116 HP / 12 Atk / 116 Def / 196 SpD / 36 Spe,Impish,,Superpower,Roost,Brave Bird,Bulk Up,0,0,0,0,0,0
Braviary,628,Normal,Flying,NU,COMMON,4,,Choice Scarf,Defiant,252 Atk / 4 Def / 252 Spe,Jolly,,Brave Bird,Return,U-turn,Superpower,0,0,0,0,0,0
Braviary,628,Normal,Flying,NU,COMMON,4,,Life Orb,Sheer Force,252 HP / 252 Atk / 4 Spe,Adamant,,Brave Bird,Rock Slide,Superpower,Roost,0,0,0,0,0,0
Braviary,628,Normal,Flying,NU,COMMON,4,,Fightinium Z,Defiant,252 Atk / 4 Def / 252 Spe,Jolly,,Bulk Up,Brave Bird,Superpower,Return,0,0,0,0,0,0
Braviary,628,Normal,Flying,NU,COMMON,4,,Leftovers,Defiant,168 HP / 168 SpD / 172 Spe,Jolly,,Roost,Substitute,Brave Bird,Bulk Up,0,0,0,0,0,0
Braviary,628,Normal,Flying,NU,COMMON,4,,Flyinium Z,Defiant,252 Atk / 4 Def / 252 Spe,Jolly,,Brave Bird,Superpower,Bulk Up,Roost,0,0,0,0,0,0
Braviary,628,Normal,Flying,NU,COMMON,4,,Fightinium Z,Defiant,252 Atk / 4 Def / 252 Spe,Jolly,,Superpower,Bulk Up,Roost,Brave Bird,0,0,0,0,0,0
Vullaby,629,Dark,Flying,LC,NONE,-1,,Berry Juice,Weak Armor,236 Atk / 76 Def / 196 Spe,Adamant,,Brave Bird,Knock Off,U-turn,Defog,0,0,0,0,0,0
Vullaby,629,Dark,Flying,LC,NONE,-1,,Berry Juice,Weak Armor,36 HP / 240 Atk / 80 SpA / 116 Spe,Adamant,,Hidden Power [Grass],Brave Bird,Knock Off,Heat Wave,0,0,0,0,0,0
Vullaby,629,Dark,Flying,LC,NONE,-1,,Choice Scarf,Overcoat,236 Atk / 76 SpD / 196 Spe,Adamant,,Rock Smash,U-turn,Brave Bird,Knock Off,0,0,0,0,0,0
Vullaby,629,Dark,Flying,LC,NONE,-1,,Eviolite,Weak Armor,116 HP / 240 SpA / 116 Spe,Modest,0 Atk,Heat Wave,Nasty Plot,Dark Pulse,Air Slash,0,0,0,0,0,0
Mandibuzz,630,Dark,Flying,RU,RARE,10,,Darkinium Z,Weak Armor,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Nasty Plot,Dark Pulse,Air Slash,Heat Wave,0,0,0,0,0,0
Mandibuzz,630,Dark,Flying,RU,RARE,10,,Leftovers,Overcoat,252 HP / 252 Def / 4 SpD,Impish,,Knock Off,Toxic,Roost,Foul Play,0,0,0,0,0,0
Mandibuzz,630,Dark,Flying,RU,RARE,10,,Leftovers,Overcoat,252 HP / 4 Def / 252 SpD,Careful,0 Atk,Defog,Taunt,Foul Play,Roost,0,0,0,0,0,0
Mandibuzz,630,Dark,Flying,RU,RARE,10,,Leftovers,Overcoat,168 HP / 172 Def / 168 Spe,Impish,,Foul Play,Roost,Toxic,Taunt,0,0,0,0,0,0
Mandibuzz,630,Dark,Flying,RU,RARE,10,,Rocky Helmet,Overcoat,168 HP / 172 Def / 168 Spe,Impish,,Taunt,Knock Off,Toxic,Roost,0,0,0,0,0,0
Mandibuzz,630,Dark,Flying,RU,RARE,10,,Rocky Helmet,Overcoat,252 HP / 4 Def / 252 SpD,Careful,,Knock Off,Defog,U-turn,Roost,0,0,0,0,0,0
Heatmor,631,Fire,,Untiered,COMMON,8,,Life Orb,Flash Fire,252 Atk / 4 SpD / 252 Spe,Naive,,Superpower,Fire Lash,Sucker Punch,Giga Drain,0,0,0,0,0,0
Heatmor,631,Fire,,Untiered,COMMON,8,,Firium Z,Flash Fire,252 Atk / 4 SpD / 252 Spe,Jolly,,Fire Lash,Knock Off,Sucker Punch,Superpower,0,0,0,0,0,0
Heatmor,631,Fire,,Untiered,COMMON,8,TRICK,Life Orb,Flash Fire,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Knock Off,Sucker Punch,Superpower,Flare Blitz,0,0,0,0,0,0
Heatmor,631,Fire,,Untiered,COMMON,8,TRICK,Firium Z,Flash Fire,252 HP / 4 Def / 252 SpA,Quiet,0 Atk,Fire Blast,Focus Blast,Giga Drain,Knock Off,0,0,0,0,0,0
Heatmor,631,Fire,,Untiered,COMMON,8,,Leftovers,Flash Fire,252 HP / 252 Atk / 4 SpD,Adamant,,Curse,Knock Off,Fire Lash,Sucker Punch,0,0,0,0,0,0
Heatmor,631,Fire,,Untiered,COMMON,8,,Life Orb,Flash Fire,252 Atk / 4 SpD / 252 Spe,Jolly,,Fire Lash,Sucker Punch,Knock Off,Superpower,0,0,0,0,0,0
Durant,632,Bug,Steel,UU,RARE,3,,Life Orb,Hustle,252 Atk / 4 Def / 252 Spe,Jolly,,Iron Head,Crunch,Superpower,Rock Slide,0,0,0,0,0,0
Durant,632,Bug,Steel,UU,RARE,3,,Choice Band,Hustle,252 Atk / 4 Def / 252 Spe,Jolly,,Iron Head,X-Scissor,Stone Edge,Superpower,0,0,0,0,0,0
Durant,632,Bug,Steel,UU,RARE,3,,Expert Belt,Hustle,252 Atk / 4 Def / 252 Spe,Adamant,,Hone Claws,Thunder Fang,Stone Edge,Iron Head,0,0,0,0,0,0
Durant,632,Bug,Steel,UU,RARE,3,,Life Orb,Hustle,252 Atk / 4 Def / 252 Spe,Jolly,,Substitute,Hone Claws,Iron Head,X-Scissor,0,0,0,0,0,0
Durant,632,Bug,Steel,UU,RARE,3,,Darkinium Z,Hustle,252 Atk / 4 Def / 252 Spe,Jolly,,Superpower,Iron Head,Hone Claws,Crunch,0,0,0,0,0,0
Durant,632,Bug,Steel,UU,RARE,3,,Fightinium Z,Hustle,252 Atk / 4 Def / 252 Spe,Jolly,,Superpower,Hone Claws,X-Scissor,Iron Head,0,0,0,0,0,0
Deino,633,Dark,Dragon,LC,NONE,-1,,Choice Scarf,Hustle,20 HP / 236 Atk / 36 SpD / 212 Spe,Jolly,,Outrage,Crunch,Superpower,Zen Headbutt,0,0,0,0,0,0
Zweilous,634,Dragon,Dark,NFE,COMMON,6,,Eviolite,Hustle,252 HP / 4 Atk / 252 SpD,Careful,,Dragon Tail,Thunder Wave,Sleep Talk,Rest,0,0,0,0,0,0
Zweilous,634,Dragon,Dark,NFE,COMMON,6,,Eviolite,Hustle,252 Atk / 4 Def / 252 Spe,Jolly,,Outrage,Bite,Taunt,Thunder Wave,0,0,0,0,0,0
Zweilous,634,Dragon,Dark,NFE,COMMON,6,,Eviolite,Hustle,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Rest,Sleep Talk,Work Up,Dark Pulse,0,0,0,0,0,0
Hydreigon,635,Dragon,Dark,UU,RARE,6,,Dread Plate,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,,Defog,Dark Pulse,Draco Meteor,Roost,0,0,0,0,0,0
Hydreigon,635,Dragon,Dark,UU,RARE,6,,Dragonium Z,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Draco Meteor,Defog,Roost,Dark Pulse,0,0,0,0,0,0
Hydreigon,635,Dragon,Dark,UU,RARE,6,,Choice Scarf,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,,Dark Pulse,Draco Meteor,Fire Blast,U-turn,0,0,0,0,0,0
Hydreigon,635,Dragon,Dark,UU,RARE,6,,Life Orb,Levitate,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Draco Meteor,Dark Pulse,Taunt,Roost,0,0,0,0,0,0
Hydreigon,635,Dragon,Dark,UU,RARE,6,,Choice Specs,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,,Flash Cannon,U-turn,Draco Meteor,Dark Pulse,0,0,0,0,0,0
Hydreigon,635,Dragon,Dark,UU,RARE,6,,Darkinium Z,Levitate,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Earth Power,Dark Pulse,Flash Cannon,Roost,0,0,0,0,0,0
Larvesta,636,Bug,Fire,LC,NONE,-1,,Eviolite,Flame Body,76 HP / 236 Def / 156 SpD / 36 Spe,Impish,,Flare Blitz,Morning Sun,U-turn,Wild Charge,0,0,0,0,0,0
Volcarona,637,Bug,Fire,OU,ULTRA-RARE,1,,Buginium Z,Flame Body,168 HP / 168 Def / 172 Spe,Timid,0 Atk,Flamethrower,Quiver Dance,Roost,Bug Buzz,0,0,0,0,0,0
Volcarona,637,Bug,Fire,OU,ULTRA-RARE,1,UBER,Red Card,Swarm,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hurricane,Quiver Dance,Bug Buzz,Fiery Dance,0,0,0,0,0,0
Volcarona,637,Bug,Fire,OU,ULTRA-RARE,1,,Lum Berry,Flame Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Quiver Dance,Bug Buzz,Fire Blast,Giga Drain,0,0,0,0,0,0
Volcarona,637,Bug,Fire,OU,ULTRA-RARE,1,,Choice Scarf,Flame Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Giga Drain,Hidden Power [Ice],Bug Buzz,Fire Blast,0,0,0,0,0,0
Volcarona,637,Bug,Fire,OU,ULTRA-RARE,1,,Assault Vest,Flame Body,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Bug Buzz,Hidden Power [Rock],Fiery Dance,Giga Drain,0,0,0,0,0,0
Volcarona,637,Bug,Fire,OU,ULTRA-RARE,1,,Buginium Z,Flame Body,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Fire Blast,Bug Buzz,Hidden Power [Ground],Quiver Dance,0,0,0,0,0,0
Cobalion,638,Fighting,Steel,UU,RARE,0,,Leftovers,Justified,252 HP / 4 Atk / 252 Spe,Jolly,,Thunder Wave,Stealth Rock,Volt Switch,Close Combat,0,0,0,0,0,0
Cobalion,638,Fighting,Steel,UU,RARE,0,,Focus Sash,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Taunt,Iron Head,Stealth Rock,Close Combat,0,0,0,0,0,0
Cobalion,638,Fighting,Steel,UU,RARE,0,,Fightinium Z,Justified,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Calm Mind,Focus Blast,Flash Cannon,Hidden Power [Grass],0,0,0,0,0,0
Cobalion,638,Fighting,Steel,UU,RARE,0,,Electrium Z,Justified,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Flash Cannon,Calm Mind,Focus Blast,Volt Switch,0,0,0,0,0,0
Cobalion,638,Fighting,Steel,UU,RARE,0,,Fightinium Z,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Close Combat,Iron Head,Rock Polish,0,0,0,0,0,0
Cobalion,638,Fighting,Steel,UU,RARE,0,,Rocky Helmet,Justified,252 Atk / 4 Def / 252 Spe,Jolly,,Stealth Rock,Iron Head,Close Combat,Swords Dance,0,0,0,0,0,0
Terrakion,639,Fighting,Rock,UU,RARE,5,,Choice Band,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Earthquake,Rock Slide,Stone Edge,Close Combat,0,0,0,0,0,0
Terrakion,639,Fighting,Rock,UU,RARE,5,,Choice Scarf,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,Earthquake,Stone Edge,Poison Jab,0,0,0,0,0,0
Terrakion,639,Fighting,Rock,UU,RARE,5,,Life Orb,Justified,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Close Combat,Earthquake,Stone Edge,0,0,0,0,0,0
Terrakion,639,Fighting,Rock,UU,RARE,5,,Red Card,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Stealth Rock,Roar,Rock Slide,Sacred Sword,0,0,0,0,0,0
Terrakion,639,Fighting,Rock,UU,RARE,5,,Rockium Z,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Stone Edge,Close Combat,Swords Dance,Rock Polish,0,0,0,0,0,0
Terrakion,639,Fighting,Rock,UU,RARE,5,,Fightinium Z,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Toxic,Swords Dance,Close Combat,Stone Edge,0,0,0,0,0,0
Virizion,640,Fighting,Grass,RU,RARE,1,,Grassium Z,Justified,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,Leaf Blade,Swords Dance,Stone Edge,0,0,0,0,0,0
Virizion,640,Fighting,Grass,RU,RARE,1,,Grassium Z,Justified,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Giga Drain,Focus Blast,Calm Mind,Hidden Power [Fire],0,0,0,0,0,0
Virizion,640,Fighting,Grass,RU,RARE,1,,Life Orb,Justified,252 Atk / 4 Def / 252 Spe,Jolly,,Swords Dance,Stone Edge,Sacred Sword,Leaf Blade,0,0,0,0,0,0
Virizion,640,Fighting,Grass,RU,RARE,1,,Leftovers,Justified,252 HP / 252 Def / 4 Spe,Impish,,Toxic,Leaf Blade,Synthesis,Sacred Sword,0,0,0,0,0,0
Virizion,640,Fighting,Grass,RU,RARE,1,,Choice Scarf,Justified,252 Atk / 4 SpD / 252 Spe,Adamant,,Stone Edge,Close Combat,Leaf Blade,Zen Headbutt,0,0,0,0,0,0
Virizion,640,Fighting,Grass,RU,RARE,1,,Assault Vest,Justified,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Focus Blast,Hidden Power [Fire],Giga Drain,Energy Ball,0,0,0,0,0,0
Tornadus,641,Flying,,UU,RARE,11,,Flyinium Z,Defiant,4 Atk / 252 SpA / 252 Spe,Hasty,,Hurricane,Heat Wave,Superpower,Defog,0,0,0,0,0,0
