POKEMON,DEX,TYPE 1,TYPE 2,TIER,RARITY,TAG,ITEM,ABILITY,EV SPREAD,NATURE,IV SPREAD,MOVE 1,MOVE 2,MOVE 3,MOVE 4,STATUS,GENERATED (D),GENERATED (N),GENERATED (R),PICKED (D),PICKED (N),BANNED
Crabominable,740,Ice,Fighting,PU,COMMON,,Weakness Policy,Iron Fist,252 Atk / 4 Def / 252 Spe,Jolly,,Drain Punch,Ice Punch,Stone Edge,Bulk Up,PASS,0,0,0,0,0,0
Crabominable,740,Ice,Fighting,PU,COMMON,TRICK,Choice Band,Iron Fist,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Earthquake,Close Combat,Stone Edge,Ice Hammer,PASS,0,0,0,0,0,0
Crabominable,740,Ice,Fighting,PU,COMMON,,Icium Z,Iron Fist,252 HP / 252 Atk / 4 SpD,Adamant,,Power-Up Punch,Substitute,Ice Hammer,Stone Edge,PASS,0,0,0,0,0,0
Oricorio,741,Fire,Flying,Untiered,COMMON,,Choice Scarf,Dancer,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Revelation Dance,Hurricane,U-turn,Hidden Power [Grass],PASS,0,0,0,0,0,0
Oricorio,741,Fire,Flying,Untiered,COMMON,,Leftovers,Dancer,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Toxic,Hurricane,Taunt,Revelation Dance,PASS,0,0,0,0,0,0
Oricorio,741,Fire,Flying,Untiered,COMMON,,Flyinium Z,Dancer,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hidden Power [Grass],Revelation Dance,Hurricane,Calm Mind,PASS,0,0,0,0,0,0
Oricorio-Pa'u,741,Psychic,Flying,Untiered,COMMON,,Leftovers,Dancer,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Taunt,Toxic,Air Slash,Roost,PASS,0,0,0,0,0,0
Oricorio-Pa'u,741,Psychic,Flying,Untiered,COMMON,,Choice Scarf,Dancer,252 SpA / 4 SpD / 252 Spe,Timid,,Hurricane,Hidden Power [Fighting],Revelation Dance,U-turn,PASS,0,0,0,0,0,0
Oricorio-Pa'u,741,Psychic,Flying,Untiered,COMMON,,Flyinium Z,Dancer,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Calm Mind,Hurricane,Substitute,Revelation Dance,PASS,0,0,0,0,0,0
Oricorio-Pom-Pom,741,Electric,Flying,PU,COMMON,,Choice Scarf,Dancer,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,U-turn,Hurricane,Hidden Power [Grass],Revelation Dance,PASS,0,0,0,0,0,0
Oricorio-Pom-Pom,741,Electric,Flying,PU,COMMON,,Leftovers,Dancer,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Revelation Dance,Toxic,Taunt,Roost,PASS,0,0,0,0,0,0
Oricorio-Pom-Pom,741,Electric,Flying,PU,COMMON,,Flyinium Z,Dancer,252 HP / 4 Def / 252 Spe,Timid,0 Atk,Roost,Calm Mind,Hurricane,Hidden Power [Ground],PASS,0,0,0,0,0,0
Oricorio-Sensu,741,Ghost,Flying,PU,COMMON,,Flyinium Z,Dancer,168 HP / 172 Def / 168 Spe,Timid,0 Atk,Hurricane,Roost,Taunt,Calm Mind,PASS,0,0,0,0,0,0
Oricorio-Sensu,741,Ghost,Flying,PU,COMMON,,Flyinium Z,Dancer,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Calm Mind,Revelation Dance,Hurricane,Substitute,PASS,0,0,0,0,0,0
Oricorio-Sensu,741,Ghost,Flying,PU,COMMON,,Choice Scarf,Dancer,252 SpA / 4 SpD / 252 Spe,Timid,,Revelation Dance,Air Slash,U-turn,Hurricane,PASS,0,0,0,0,0,0
Cutiefly,742,Bug,Fairy,LC Uber,NONE,BATON,Eviolite,Shield Dust,116 Def / 116 SpD / 244 Spe,Timid,0 Atk,Quiver Dance,Baton Pass,Moonblast,Roost,PASS,0,0,0,0,0,0
Cutiefly,742,Bug,Fairy,LC Uber,NONE,,Eviolite,Shield Dust,36 HP / 116 Def / 240 SpA / 84 Spe,Modest,0 Atk,Psychic,Hidden Power [Ground],Quiver Dance,Moonblast,PASS,0,0,0,0,0,0
Ribombee,743,Bug,Fairy,RU,RARE,BATON,Leftovers,Shield Dust,252 HP / 252 Def / 4 Spe,Bold,0 Atk,Quiver Dance,Roost,Moonblast,Baton Pass,PASS,0,0,0,0,0,0
Ribombee,743,Bug,Fairy,RU,RARE,,Fairium Z,Shield Dust,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Hidden Power [Fire],Moonblast,Psychic,Quiver Dance,PASS,0,0,0,0,0,0
Ribombee,743,Bug,Fairy,RU,RARE,,Leftovers,Shield Dust,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Defog,Stun Spore,Moonblast,Bug Buzz,PASS,0,0,0,0,0,0
Ribombee,743,Bug,Fairy,RU,RARE,,Focus Sash,Shield Dust,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Moonblast,Sticky Web,Hidden Power [Fire],Stun Spore,PASS,0,0,0,0,0,0
Ribombee,743,Bug,Fairy,RU,RARE,,Choice Specs,Shield Dust,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Psychic,U-turn,Moonblast,Hidden Power [Fire],PASS,0,0,0,0,0,0
Ribombee,743,Bug,Fairy,RU,RARE,,Leftovers,Shield Dust,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Quiver Dance,Substitute,Roost,Moonblast,PASS,0,0,0,0,0,0
Rockruff,744,Rock,,LC,NONE,,Life Orb,Steadfast,236 Atk / 36 Def / 36 SpD / 196 Spe,Jolly,9 HP,Fire Fang,Stealth Rock,Rock Slide,Stomping Tantrum,PASS,0,0,0,0,0,0
Lycanroc,745,Rock,,PU,COMMON,,Life Orb,Steadfast,252 Atk / 4 SpD / 252 Spe,Jolly,,Toxic,Sucker Punch,Drill Run,Stone Edge,PASS,0,0,0,0,0,0
Lycanroc,745,Rock,,PU,COMMON,,Lycanium Z,Sand Rush,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Stone Edge,Sucker Punch,Drill Run,PASS,0,0,0,0,0,0
Lycanroc,745,Rock,,PU,COMMON,,Salac Berry,Sand Rush,252 Atk / 4 Def / 252 Spe,Jolly,,Substitute,Swords Dance,Stone Edge,Drill Run,PASS,0,0,0,0,0,0
Lycanroc-Dusk,745,Rock,,RU,RARE,,Lycanium Z,Tough Claws,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Stone Edge,Drill Run,Accelerock,PASS,0,0,0,0,0,0
Lycanroc-Dusk,745,Rock,,RU,RARE,,Focus Sash,Tough Claws,252 Atk / 4 SpD / 252 Spe,Jolly,,Taunt,Endeavor,Accelerock,Stealth Rock,PASS,0,0,0,0,0,0
Lycanroc-Dusk,745,Rock,,RU,RARE,,Life Orb,Tough Claws,252 Atk / 4 Def / 252 Spe,Jolly,,Substitute,Swords Dance,Stone Edge,Drill Run,PASS,0,0,0,0,0,0
Lycanroc-Midnight,745,Rock,,Untiered,COMMON,,Lycanium Z,No Guard,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Fire Punch,Sucker Punch,Stone Edge,PASS,0,0,0,0,0,0
Lycanroc-Midnight,745,Rock,,Untiered,COMMON,,Choice Band,No Guard,252 Atk / 4 Def / 252 Spe,Adamant,,Stomping Tantrum,Stone Edge,Sucker Punch,Fire Punch,PASS,0,0,0,0,0,0
Lycanroc-Midnight,745,Rock,,Untiered,COMMON,,Choice Scarf,No Guard,252 Atk / 4 Def / 252 Spe,Adamant,,Stone Edge,Fire Punch,Stomping Tantrum,Toxic,PASS,0,0,0,0,0,0
Wishiwashi,746,Water,,Untiered,COMMON,TRICK,Life Orb,Schooling,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Waterfall,Earthquake,U-turn,Iron Tail,PASS,0,0,0,0,0,0
Wishiwashi,746,Water,,Untiered,COMMON,,Leftovers,Schooling,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Rest,Sleep Talk,Scald,Toxic,PASS,0,0,0,0,0,0
Wishiwashi,746,Water,,Untiered,COMMON,,Choice Specs,Schooling,252 SpA / 4 SpD / 252 Spe,Modest,,Hidden Power [Grass],Hydro Pump,Ice Beam,U-turn,PASS,0,0,0,0,0,0
Wishiwashi,746,Water,,Untiered,COMMON,,Leftovers,Schooling,252 HP / 4 SpA / 252 SpD,Calm,0 Atk,Whirlpool,Toxic,Protect,Scald,PASS,0,0,0,0,0,0
Wishiwashi,746,Water,,Untiered,COMMON,,Waterium Z,Schooling,252 HP / 4 Atk / 252 SpA,Modest,,Hydro Pump,Hidden Power [Electric],Ice Beam,U-turn,PASS,0,0,0,0,0,0
Wishiwashi,746,Water,,Untiered,COMMON,TRICK,Choice Specs,Schooling,252 HP / 4 Def / 252 SpA,Quiet,0 Spe,Hydro Pump,Hidden Power [Grass],U-turn,Ice Beam,PASS,0,0,0,0,0,0
Mareanie,747,Water,Poison,LC,NONE,,Eviolite,Regenerator,196 HP / 12 Atk / 100 Def / 92 SpA / 100 SpD,Calm,,Scald,Sludge Bomb,Recover,Knock Off,PASS,0,0,0,0,0,0
Toxapex,748,Water,Poison,OU,ULTRA-RARE,,Eject Button,Regenerator,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Baneful Bunker,Venoshock,Scald,Recover,PASS,0,0,0,0,0,0
Toxapex,748,Water,Poison,OU,ULTRA-RARE,,Black Sludge,Regenerator,252 HP / 252 Def / 4 SpD,Bold,,Knock Off,Scald,Recover,Toxic Spikes,PASS,0,0,0,0,0,0
Toxapex,748,Water,Poison,OU,ULTRA-RARE,,Black Sludge,Regenerator,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Toxic,Infestation,Recover,Scald,PASS,0,0,0,0,0,0
Toxapex,748,Water,Poison,OU,ULTRA-RARE,,Rocky Helmet,Regenerator,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Scald,Recover,Toxic,Haze,PASS,0,0,0,0,0,0
Toxapex,748,Water,Poison,OU,ULTRA-RARE,,Black Sludge,Regenerator,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Haze,Scald,Recover,Toxic,PASS,0,0,0,0,0,0
Toxapex,748,Water,Poison,OU,ULTRA-RARE,,Shed Shell,Regenerator,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Toxic,Haze,Recover,Toxic Spikes,PASS,0,0,0,0,0,0
Mudbray,749,Ground,,LC,NONE,,Eviolite,Stamina,116 HP / 196 Atk / 36 Def / 156 Spe,Adamant,,Heavy Slam,Rock Slide,Earthquake,Stealth Rock,PASS,0,0,0,0,0,0
Mudbray,749,Ground,,LC,NONE,,Eviolite,Stamina,116 HP / 116 Atk / 36 Def / 236 SpD,Careful,,Sleep Talk,Rest,Earthquake,Heavy Slam,PASS,0,0,0,0,0,0
Mudbray,749,Ground,,LC,NONE,,Choice Scarf,Stamina,36 HP / 196 Atk / 36 Def / 236 Spe,Adamant,,Rock Slide,Heavy Slam,Close Combat,Earthquake,PASS,0,0,0,0,0,0
Mudsdale,750,Ground,,PU,COMMON,,Choice Band,Stamina,252 Atk / 4 Def / 252 Spe,Adamant,,Earthquake,Close Combat,Heavy Slam,Rock Slide,PASS,0,0,0,0,0,0
Mudsdale,750,Ground,,PU,COMMON,,Leftovers,Stamina,168 HP / 172 Atk / 168 Def,Adamant,,Earthquake,Stealth Rock,Toxic,Rock Slide,PASS,0,0,0,0,0,0
Mudsdale,750,Ground,,PU,COMMON,,Assault Vest,Stamina,252 HP / 252 Atk / 4 SpD,Adamant,,Close Combat,Facade,Rock Slide,Earthquake,PASS,0,0,0,0,0,0
Mudsdale,750,Ground,,PU,COMMON,TRICK,Groundium Z,Stamina,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Rock Slide,Earthquake,Close Combat,Stealth Rock,PASS,0,0,0,0,0,0
Mudsdale,750,Ground,,PU,COMMON,,Rocky Helmet,Stamina,168 HP / 168 Def / 172 SpD,Careful,,Rest,Earthquake,Sleep Talk,Toxic,PASS,0,0,0,0,0,0
Mudsdale,750,Ground,,PU,COMMON,,Groundium Z,Stamina,252 HP / 252 Atk / 4 Def,Adamant,,Earthquake,Close Combat,Heavy Slam,Rock Slide,PASS,0,0,0,0,0,0
Dewpider,751,Water,Bug,LC,NONE,,Eviolite,Water Bubble,52 HP / 180 Def / 116 SpA / 20 SpD / 140 Spe,Modest,0 Atk,Sticky Web,Scald,Magic Coat,Giga Drain,PASS,0,0,0,0,0,0
Dewpider,751,Water,Bug,LC,NONE,,Eviolite,Water Bubble,52 HP / 116 Atk / 180 Def / 20 SpD / 140 Spe,Adamant,,Sticky Web,Liquidation,Leech Life,Magic Coat,PASS,0,0,0,0,0,0
Araquanid,752,Water,Bug,RU,RARE,TRICK,Choice Band,Water Bubble,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Liquidation,Leech Life,Poison Jab,Crunch,PASS,0,0,0,0,0,0
Araquanid,752,Water,Bug,RU,RARE,,Leftovers,Water Bubble,252 HP / 4 Atk / 252 SpD,Careful,,Infestation,Toxic,Liquidation,Rest,PASS,0,0,0,0,0,0
Araquanid,752,Water,Bug,RU,RARE,,Leftovers,Water Bubble,252 HP / 252 Def / 4 SpD,Impish,,Spider Web,Liquidation,Rest,Toxic,PASS,0,0,0,0,0,0
Araquanid,752,Water,Bug,RU,RARE,,Splash Plate,Water Bubble,252 Atk / 4 SpD / 252 Spe,Adamant,,Liquidation,Sticky Web,Magic Coat,Mirror Coat,PASS,0,0,0,0,0,0
Araquanid,752,Water,Bug,RU,RARE,,Focus Sash,Water Bubble,252 HP / 252 Atk / 4 Spe,Adamant,,Magic Coat,Sticky Web,Toxic,Liquidation,PASS,0,0,0,0,0,0
Araquanid,752,Water,Bug,RU,RARE,,Leftovers,Water Bubble,252 HP / 252 Def / 4 Spe,Bold,0 Atk / 0 Spe,Power Split,Rest,Lunge,Toxic,PASS,0,0,0,0,0,0
Fomantis,753,Grass,,LC,NONE,,Eviolite,Contrary,116 HP / 236 Def / 120 SpA,Bold,0 Atk,Leaf Storm,Synthesis,Hidden Power [Fire],Defog,PASS,0,0,0,0,0,0
Lurantis,754,Grass,,PU,COMMON,,Leftovers,Contrary,252 HP / 252 Def / 4 SpA,Bold,,Toxic,Synthesis,Defog,Leaf Storm,PASS,0,0,0,0,0,0
Lurantis,754,Grass,,PU,COMMON,,Assault Vest,Contrary,252 HP / 4 Def / 252 SpA,Modest,0 Atk,Leaf Storm,Hidden Power [Fire],Defog,Giga Drain,PASS,0,0,0,0,0,0
Lurantis,754,Grass,,PU,COMMON,,Leftovers,Contrary,252 HP / 252 Def / 4 SpA,Bold,,Defog,Leaf Storm,Superpower,Synthesis,PASS,0,0,0,0,0,0
Lurantis,754,Grass,,PU,COMMON,SUN,Grassium Z,Contrary,252 Atk / 4 SpD / 252 Spe,Jolly,,Sunny Day,Solar Blade,Superpower,Knock Off,PASS,0,0,0,0,0,0
Lurantis,754,Grass,,PU,COMMON,,Choice Band,Contrary,252 HP / 252 Atk / 4 SpD,Adamant,,Leech Life,Leaf Blade,Knock Off,Superpower,PASS,0,0,0,0,0,0
Lurantis,754,Grass,,PU,COMMON,SUN,Life Orb,Contrary,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Leaf Storm,Defog,Weather Ball,Hidden Power [Rock],PASS,0,0,0,0,0,0
Morelull,755,Grass,Fairy,LC,NONE,,Eviolite,Effect Spore,36 HP / 236 Def / 76 SpA / 156 SpD,Bold,0 Atk,Strength Sap,Giga Drain,Spore,Moonblast,PASS,0,0,0,0,0,0
Shiinotic,756,Grass,Fairy,Untiered,COMMON,,Leftovers,Effect Spore,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Spore,Strength Sap,Hidden Power [Ground],Moonblast,PASS,0,0,0,0,0,0
Shiinotic,756,Grass,Fairy,Untiered,COMMON,,Choice Specs,Rain Dish,252 HP / 4 Def / 252 SpA,Modest,0 Atk,Moonblast,Giga Drain,Hidden Power [Ground],Sludge Bomb,PASS,0,0,0,0,0,0
Shiinotic,756,Grass,Fairy,Untiered,COMMON,,Leftovers,Rain Dish,252 HP / 4 Def / 252 SpD,Calm,0 Atk,Spore,Strength Sap,Leech Seed,Moonblast,PASS,0,0,0,0,0,0
Salandit,757,Poison,Fire,LC,NONE,,Poisonium Z,Corrosion,36 Def / 192 SpA / 36 SpD / 220 Spe,Timid,,Sludge Bomb,Fire Blast,Hidden Power [Grass],Flame Charge,PASS,0,0,0,0,0,0
Salandit,757,Poison,Fire,LC,NONE,,Life Orb,Corrosion,36 Def / 192 SpA / 40 SpD / 220 Spe,Timid,3 HP / 0 Atk,Nasty Plot,Sludge Bomb,Fire Blast,Hidden Power [Grass],PASS,0,0,0,0,0,0
Salazzle,758,Poison,Fire,RU,RARE,,Focus Sash,Corrosion,4 Atk / 252 SpA / 252 Spe,Naive,,Fire Blast,Sludge Wave,Nasty Plot,Knock Off,PASS,0,0,0,0,0,0
Salazzle,758,Poison,Fire,RU,RARE,,Leftovers,Corrosion,252 HP / 4 SpA / 252 Spe,Timid,0 Atk,Substitute,Disable,Sludge Bomb,Fire Blast,PASS,0,0,0,0,0,0
Salazzle,758,Poison,Fire,RU,RARE,,Poisonium Z,Oblivious,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Sludge Wave,Hidden Power [Ice],Nasty Plot,Fire Blast,PASS,0,0,0,0,0,0
Salazzle,758,Poison,Fire,RU,RARE,,Choice Scarf,Oblivious,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Toxic,Sludge Wave,Fire Blast,Hidden Power [Ice],PASS,0,0,0,0,0,0
Salazzle,758,Poison,Fire,RU,RARE,,Choice Scarf,Corrosion,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Fire Blast,Hidden Power [Grass],Sludge Wave,Dragon Pulse,PASS,0,0,0,0,0,0
Salazzle,758,Poison,Fire,RU,RARE,,Focus Sash,Corrosion,4 Def / 252 SpA / 252 Spe,Timid,0 Atk,Nasty Plot,Encore,Sludge Bomb,Fire Blast,PASS,0,0,0,0,0,0
Stufful,759,Normal,Fighting,LC,NONE,,Eviolite,Fluffy,236 Atk / 36 Def / 196 SpD / 36 Spe,Adamant,,Swords Dance,Return,Brick Break,Ice Punch,PASS,0,0,0,0,0,0
Bewear,760,Normal,Fighting,RU,RARE,,Fightinium Z,Fluffy,252 Atk / 4 SpD / 252 Spe,Jolly,,Superpower,Ice Punch,Double-Edge,Swords Dance,PASS,0,0,0,0,0,0
Bewear,760,Normal,Fighting,RU,RARE,TRICK,Silk Scarf,Fluffy,252 HP / 252 Atk / 4 SpD,Brave,0 Spe,Earthquake,Hammer Arm,Swords Dance,Double-Edge,PASS,0,0,0,0,0,0
Bewear,760,Normal,Fighting,RU,RARE,,Choice Band,Fluffy,252 Atk / 4 Def / 252 Spe,Adamant,,Double-Edge,Superpower,Ice Punch,Earthquake,PASS,0,0,0,0,0,0
Bewear,760,Normal,Fighting,RU,RARE,,Rocky Helmet,Fluffy,252 HP / 4 Def / 252 SpD,Careful,,Rest,Bulk Up,Return,Sleep Talk,PASS,0,0,0,0,0,0
Bewear,760,Normal,Fighting,RU,RARE,,Normalium Z,Fluffy,252 Atk / 4 SpD / 252 Spe,Jolly,,Swords Dance,Superpower,Double-Edge,Earthquake,PASS,0,0,0,0,0,0
Bewear,760,Normal,Fighting,RU,RARE,,Leftovers,Fluffy,252 Atk / 4 Def / 252 Spe,Jolly,,Substitute,Bulk Up,Drain Punch,Shadow Claw,PASS,0,0,0,0,0,0
Bounsweet,761,Grass,,LC,NONE,,Eviolite,Oblivious,180 HP / 52 Def / 36 SpA / 212 SpD / 20 Spe,Calm,,Dazzling Gleam,Giga Drain,Rapid Spin,Synthesis,PASS,0,0,0,0,0,0
Steenee,762,Grass,,NFE,NONE,,Eviolite,Oblivious,252 HP / 252 Def / 4 Spe,Impish,,Knock Off,Aromatherapy,Synthesis,Seed Bomb,PASS,0,0,0,0,0,0
Tsareena,763,Grass,,RU,RARE,,Life Orb,Queenly Majesty,252 Atk / 4 Def / 252 Spe,Adamant,,Rapid Spin,Synthesis,Power Whip,Knock Off,PASS,0,0,0,0,0,0
Tsareena,763,Grass,,RU,RARE,,Choice Scarf,Queenly Majesty,252 Atk / 4 SpD / 252 Spe,Jolly,,Power Whip,High Jump Kick,Zen Headbutt,U-turn,PASS,0,0,0,0,0,0
Tsareena,763,Grass,,RU,RARE,,Normalium Z,Queenly Majesty,252 Atk / 4 Def / 252 Spe,Jolly,,Splash,High Jump Kick,Power Whip,Knock Off,PASS,0,0,0,0,0,0
Tsareena,763,Grass,,RU,RARE,,Choice Band,Queenly Majesty,252 Atk / 4 Def / 252 Spe,Jolly,,Rapid Spin,Power Whip,Knock Off,High Jump Kick,PASS,0,0,0,0,0,0
Tsareena,763,Grass,,RU,RARE,,Leftovers,Queenly Majesty,168 HP / 168 Def / 172 SpD,Careful,,Trop Kick,Knock Off,Synthesis,Rapid Spin,PASS,0,0,0,0,0,0
Tsareena,763,Grass,,RU,RARE,,Rocky Helmet,Queenly Majesty,252 HP / 252 SpD / 4 Spe,Careful,,Rapid Spin,Trop Kick,Aromatherapy,Synthesis,PASS,0,0,0,0,0,0
Comfey,764,Fairy,,NU,COMMON,,Leftovers,Triage,252 HP / 252 Def / 4 Spe,Bold,0 Atk,Synthesis,Taunt,Draining Kiss,Leech Seed,PASS,0,0,0,0,0,0
Comfey,764,Fairy,,NU,COMMON,,Life Orb,Triage,252 SpA / 4 SpD / 252 Spe,Modest,0 Atk,Draining Kiss,Defog,Hidden Power [Fire],Giga Drain,PASS,0,0,0,0,0,0
Comfey,764,Fairy,,NU,COMMON,TRICK,Leftovers,Triage,252 HP / 252 Def / 4 SpD,Relaxed,0 Spe,Trick Room,U-turn,Draining Kiss,Synthesis,PASS,0,0,0,0,0,0
Comfey,764,Fairy,,NU,COMMON,,Choice Specs,Triage,252 HP / 252 SpA / 4 Spe,Modest,0 Atk,Draining Kiss,Trick,Giga Drain,Hidden Power [Ground],PASS,0,0,0,0,0,0
Comfey,764,Fairy,,NU,COMMON,,Leftovers,Triage,252 HP / 252 Def / 4 SpD,Impish,,Aromatherapy,Synthesis,Leech Seed,U-turn,PASS,0,0,0,0,0,0
Comfey,764,Fairy,,NU,COMMON,,Life Orb,Triage,252 HP / 252 SpA / 4 Spe,Modest,0 Atk,Calm Mind,Draining Kiss,Giga Drain,Hidden Power [Fire],PASS,0,0,0,0,0,0
Oranguru,765,Normal,Psychic,Untiered,COMMON,TRICK,Mental Herb,Inner Focus,252 HP / 252 SpA / 4 SpD,Quiet,0 Spe,Psychic,Shadow Ball,Focus Blast,Trick Room,PASS,0,0,0,0,0,0
Oranguru,765,Normal,Psychic,Untiered,COMMON,,Choice Specs,Inner Focus,252 HP / 4 Def / 252 SpA,Modest,0 Atk,Focus Blast,Psychic,Trick,Shadow Ball,PASS,0,0,0,0,0,0
Oranguru,765,Normal,Psychic,Untiered,COMMON,,Assault Vest,Inner Focus,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Psychic,Future Sight,Focus Blast,Thunderbolt,PASS,0,0,0,0,0,0
Oranguru,765,Normal,Psychic,Untiered,COMMON,,Psychium Z,Inner Focus,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Psychic,Energy Ball,Shadow Ball,Nasty Plot,PASS,0,0,0,0,0,0
Oranguru,765,Normal,Psychic,Untiered,COMMON,,Leftovers,Inner Focus,252 HP / 252 Def / 4 SpA,Bold,0 Atk,Sleep Talk,Calm Mind,Rest,Stored Power,PASS,0,0,0,0,0,0
Oranguru,765,Normal,Psychic,Untiered,COMMON,TRICK,Psychium Z,Inner Focus,252 HP / 252 SpA / 4 SpD,Quiet,0 Atk / 0 Spe,Shadow Ball,Nasty Plot,Psychic,Focus Blast,PASS,0,0,0,0,0,0
Passimian,766,Fighting,,NU,COMMON,,Choice Scarf,Receiver,252 Atk / 4 SpD / 252 Spe,Jolly,,Close Combat,Gunk Shot,U-turn,Knock Off,PASS,0,0,0,0,0,0
Passimian,766,Fighting,,NU,COMMON,,Fightinium Z,Receiver,252 Atk / 4 Def / 252 Spe,Jolly,,Bulk Up,Taunt,Seed Bomb,Close Combat,PASS,0,0,0,0,0,0
Passimian,766,Fighting,,NU,COMMON,,Choice Band,Receiver,252 Atk / 4 SpD / 252 Spe,Jolly,,Knock Off,Iron Head,Close Combat,U-turn,PASS,0,0,0,0,0,0
Passimian,766,Fighting,,NU,COMMON,,Leftovers,Receiver,252 HP / 4 Atk / 252 Spe,Jolly,,Protect,Toxic,Drain Punch,Knock Off,PASS,0,0,0,0,0,0
Passimian,766,Fighting,,NU,COMMON,,Expert Belt,Receiver,252 Atk / 4 SpD / 252 Spe,Jolly,,Knock Off,Close Combat,Gunk Shot,Earthquake,PASS,0,0,0,0,0,0
Passimian,766,Fighting,,NU,COMMON,,Life Orb,Receiver,252 Atk / 4 SpD / 252 Spe,Jolly,,U-turn,Close Combat,Earthquake,Iron Head,PASS,0,0,0,0,0,0
Wimpod,767,Bug,Water,LC,NONE,,Focus Sash,Wimp Out,76 Atk / 196 Def / 36 SpA / 196 Spe,Naive,,Spikes,Taunt,Scald,Aqua Jet,PASS,0,0,0,0,0,0
Golisopod,768,Bug,Water,RU,RARE,,Choice Band,Emergency Exit,252 Atk / 4 SpD / 252 Spe,Adamant,,First Impression,Liquidation,Leech Life,Aqua Jet,PASS,0,0,0,0,0,0
Golisopod,768,Bug,Water,RU,RARE,,Life Orb,Emergency Exit,252 HP / 252 Atk / 4 Def,Adamant,,First Impression,Aqua Jet,Sucker Punch,Liquidation,PASS,0,0,0,0,0,0
Golisopod,768,Bug,Water,RU,RARE,,Leftovers,Emergency Exit,252 HP / 252 Atk / 4 Spe,Adamant,,Aqua Jet,Swords Dance,Leech Life,Sucker Punch,PASS,0,0,0,0,0,0
Golisopod,768,Bug,Water,RU,RARE,,Expert Belt,Emergency Exit,252 Atk / 4 SpD / 252 Spe,Adamant,,Dual Chop,Drill Run,Aqua Jet,First Impression,PASS,0,0,0,0,0,0
Golisopod,768,Bug,Water,RU,RARE,TRICK,Insect Plate,Emergency Exit,252 HP / 252 Atk / 4 Def,Brave,0 Spe,Leech Life,Liquidation,First Impression,Aqua Jet,PASS,0,0,0,0,0,0
Golisopod,768,Bug,Water,RU,RARE,,Insect Plate,Emergency Exit,168 HP / 172 Atk / 168 Spe,Adamant,,Liquidation,Leech Life,Spikes,First Impression,PASS,0,0,0,0,0,0
Sandygast,769,Ghost,Ground,LC,NONE,,Berry Juice,Water Compaction,76 HP / 116 SpA / 76 SpD / 236 Spe,Modest,0 Atk,Rock Polish,Earth Power,Shadow Ball,Destiny Bond,PASS,0,0,0,0,0,0
Palossand,770,Ghost,Ground,NU,COMMON,TRICK,Weakness Policy,Water Compaction,252 HP / 252 SpA / 4 SpD,Quiet,0 Atk / 0 Spe,Shore Up,Shadow Ball,Energy Ball,Earth Power,PASS,0,0,0,0,0,0
Palossand,770,Ghost,Ground,NU,COMMON,,Choice Specs,Water Compaction,252 HP / 252 SpA / 4 SpD,Modest,0 Atk,Earth Power,Giga Drain,Trick,Shadow Ball,PASS,0,0,0,0,0,0
Palossand,770,Ghost,Ground,NU,COMMON,,Weakness Policy,Water Compaction,252 SpA / 4 SpD / 252 Spe,Timid,0 Atk,Rock Polish,Giga Drain,Earth Power,Shadow Ball,PASS,0,0,0,0,0,0
Palossand,770,Ghost,Ground,NU,COMMON,,Leftovers,Water Compaction,252 HP / 252 Def / 4 SpD,Bold,0 Atk,Stealth Rock,Earth Power,Toxic,Shore Up,PASS,0,0,0,0,0,0
